rest,scr,id,scramble_length
11.52,B2 U2 B2 L' F2 U2 R' B2 D2 B2 R B' D2 U2 R B2 D' F' R B R2 ,2617,59
11.52,D U' L2 D R2 D B2 L2 U' F2 U2 R' F R2 D2 U L B2 U' F' R' ,2618,57
11.52,F2 U' L2 B2 D2 R2 D2 R2 B' D2 L D2 B' D B D U' L2 D ,2619,52
11.52,D R2 B R F2 B U2 B2 R F R2 D2 B2 U2 B' R2 U2 F' D2 R2 ,2620,54
11.52,U' R2 U L2 F2 L2 D2 R2 F' L' D2 R2 U' B2 U' B R2 B U2 ,2621,54
11.52,F' U B' D' R U' L2 U L' B2 R2 D2 B R2 L2 F U2 B L2 ,2622,51
11.52,F2 U2 F U2 B' U2 B' L2 F2 L2 R U2 F' D2 B U' L B' R' ,2623,53
11.52,D2 R' B2 F2 L2 B2 D2 R' U2 L' F D U' B' U' R F U B F ,2624,53
11.52,B2 L2 D' B2 U' L2 F2 L2 D F U' R D2 R2 B D2 F U R F' ,2625,53
11.52,F2 R B2 R D2 L D2 L2 F2 D' U' R' F D2 B U R2 F' D' ,2626,51
11.52,R2 U2 B2 D2 U2 L2 U' R' D U2 L F R2 D' F2 R F R' ,2627,49
11.52,F2 L' D2 L' U2 L2 B2 R2 F2 D B L B2 U' F' U L' D2 R' ,2628,53
11.52,F2 R' L2 B2 R2 L' F' U' B' L' B R2 B R2 F2 L2 F R2 L2 F' L2 ,2629,60
11.52,U R2 D' R' F D F U' L U R' L U2 B2 U2 R U2 L U2 R' ,2630,51
11.52,D2 L U2 L2 D2 B2 L' R' F' R2 F U' F D U' L' F L' R2 ,2631,52
11.52,U2 L2 U2 R U2 R' B2 R2 D2 F D R B' F' L2 R2 U L2 D' R' ,2632,55
11.52,R B D B R' B U' D L F2 R2 U' D2 F2 L2 U R2 U' L2 ,2633,49
11.52,U' B2 U' L2 F2 R2 U' B2 U' B2 U2 R' F L2 U B L2 R' B U' R' ,2634,59
11.52,L' D R F2 U R B2 D' B' U F2 B2 R2 U' R2 D' B2 L2 B2 L2 ,2635,55
11.52,L D F' D' B2 R2 F' R' B L2 D' L2 D' R2 U B2 U2 R2 L2 ,2636,53
11.52,L2 D R2 D2 B2 L2 R2 U' F2 U' L2 B' L B2 D2 U' B L B2 R ,2637,55
11.53,D2 B2 L2 F2 D F2 L2 D L' F L2 D2 R' D' R2 B' U' L' R ,2638,53
11.53,B2 U2 R2 D L2 F2 D' B2 U' L' D' R' U B2 F2 L F' U F U2 ,2639,55
11.53,D2 F2 U' L2 U' R2 D L U2 R2 B' U' L' U' R' B2 U2 F2 ,2640,52
11.53,L2 D2 F2 D2 B2 F' D2 L2 F D L2 B' U R2 U' L2 U2 R U2 ,2641,53
11.53,R L' B' R' B2 U' R B L2 B' D2 B2 L2 U2 D' F2 D B2 L2 B2 D ,2642,58
11.53,B2 L U2 R B2 R U2 L' F2 R2 D F R D B L B2 L D L2 ,2643,49
11.53,F2 U' R' F2 L' B2 L F2 L B' R L2 B2 R L' U2 F2 L' ,2644,50
11.53,U F B2 R B2 U' D' R2 F R U2 F2 U2 R2 U2 R2 F' R2 B' D2 L2 ,2645,58
11.53,B' U2 R2 D2 U2 F2 R2 U2 B' L2 B' D' B2 D2 R U' L' D' R F2 D ,2646,60
11.53,B2 U' F2 L F' L' B R' L B U F2 B2 D' F2 U B2 R2 U L2 ,2647,53
11.53,F2 R U' B R2 F U2 B U' B D2 B2 L' U2 B2 L F2 L' U2 F2 ,2648,54
11.53,F2 D2 L2 F R2 U2 R2 U2 B' L2 B U' F2 D B D' R' B F2 L2 ,2649,55
11.53,R F2 U2 R B2 D2 B2 R2 F L2 U' B F L' R2 U L2 B' R ,2650,50
11.53,F2 U2 R2 F2 R2 B R2 D2 R2 D2 F' R D' F2 L B L U2 R2 D B2 ,2651,57
11.53,F2 R' B2 L' F2 D2 R B2 F2 R B F U R2 F' D2 F2 L F' R2 ,2652,54
11.53,F' R2 B' U2 L2 F' L2 F' D' F2 R' B' D' R2 B2 D B' U B ,2653,54
11.53,D' R2 U' F2 L2 R2 U' B2 D F L2 D' R' D2 B U L' F U R' ,2654,54
11.53,U2 B' R2 F U2 B R2 B2 D B' D2 R F2 L' F D' B2 L' U ,2655,51
11.53,R2 D' R2 D2 L2 B2 L2 D' F2 R' F2 U' L2 U2 F2 D R' F D' ,2656,55
11.53,R2 B' L2 F D2 L2 B' F' U2 B' L2 U L B F' L F' R2 D2 F U' ,2657,57
11.53,D L2 U' B2 U2 F2 D F2 R' F2 D' U2 R2 B' U B U R2 F' ,2658,52
11.53,D' U' L2 D R2 F2 D' F2 D' F' D U B' L' R' B' U' F U F2 ,2659,55
11.53,D2 R2 B L2 B2 F L2 D2 B' D' B R2 F U L' R2 B' D' F2 R2 ,2660,55
11.53,L2 F R2 F2 D2 L2 B2 D2 R2 U L2 U R2 B' U' B' L F D2 L ,2661,54
11.53,L' R' U2 R' U2 F2 R B2 R' D' L2 U2 L2 F2 R' F L' D R' ,2662,54
11.53,B2 D B2 U' L2 R2 F2 R2 D' F' D U B L F' R D' L2 U' L ,2663,53
11.54,B2 D B2 D R2 U2 B2 R2 U R2 F' R D' B F' D' U2 R U2 L2 ,2664,54
11.54,D B2 D B' U2 B' L' U2 R2 U' R2 F2 U2 R U2 R B2 R2 ,2665,50
11.54,U' L2 D' B2 D F' U' R' L2 D' F R2 F2 D2 B' U2 L2 D2 L2 F' ,2666,58
11.54,D2 B2 L2 B D2 L2 B L2 B U2 L U B' D L' R2 B2 U L ,2667,49
11.54,D2 B2 L2 D' L2 B2 D R2 F2 U' L R2 F D2 U2 L F' L' F2 R' ,2668,56
11.54,R2 D' L U' L U' F D2 F' R' F R2 F2 L2 U2 F' L2 F' D2 B ,2669,55
11.54,U' R2 U2 L2 F2 D' B2 D L2 F' D2 U' B' U' F' D L' D B' R2 ,2670,57
11.54,D' L2 R2 D F2 D' B2 D' L2 D' L2 R' D2 F' L R B R D2 R B2 ,2671,57
11.54,D2 R' F2 L' U2 L' F2 R F2 R D F2 D U L' D R B' U' L' ,2672,53
11.54,L2 B2 L2 B L2 R2 U2 R2 D' B U B D' F R' F2 D2 F' L ,2673,51
11.54,U B2 D2 U B2 L2 U2 L2 F2 R2 F D L D' L U' B' D L' R' B ,2674,55
11.54,L2 B D2 L2 D2 B F2 U2 F' L2 B R' B F U B' L' B F ,2675,49
11.54,U2 F2 R2 F2 U B2 D U' F U R B2 U' R' U' B2 F2 U R' ,2676,51
11.54,B' D2 F2 U2 F R2 F' D2 B D2 F' U' L F D' R' D2 F2 L2 B' F2 ,2677,59
11.54,U2 R U2 F2 B D' R2 B L F' L2 D2 R' D2 B2 L' F2 R F2 ,2678,52
11.54,U2 L2 F2 D' R2 F2 U2 B2 U' B2 F' U R B L2 D' R' B' L U ,2679,55
11.54,D2 L U2 R2 D2 L' F2 D2 F2 U B' R2 D2 F L' F D2 U B ,2680,51
11.54,L' U2 B2 D2 F2 R2 D2 R' B2 L2 D F' D L' F R U2 L2 U' R' ,2681,56
11.54,D2 U2 R' D2 B2 R F2 R2 D B' L' F R D' F2 L2 R D' F' ,2682,52
11.54,D2 F2 R2 U2 R2 B' R2 D2 R2 D2 U' F2 L2 F D F R B' F' R ,2683,55
11.54,B2 L2 D' R2 F2 D R2 D' B R2 U F R2 U B U L' B2 D2 ,2684,50
11.54,B' F' R2 B D2 B2 D2 L2 F' L' D F D' B' L D2 L2 D2 F2 ,2685,53
11.54,B L D2 B2 L D R2 L2 D2 L F B2 U2 F2 D' B2 U2 F2 B2 ,2686,51
11.54,B2 D2 L U2 R' U2 R2 U2 F2 D B D2 U2 B' U R D2 L2 B2 ,2687,52
11.55,D L' B U2 R D' R' L' F2 L' F2 U R2 U' F2 U L2 U2 R2 F2 ,2688,55
11.55,D2 B2 F' R2 B D2 R2 U2 B D' U' B R U B L F R2 B ,2689,48
11.55,B' U' B U R L F2 B2 U' L2 U2 B2 L F2 R2 L' U2 R' ,2690,49
11.55,F2 R U2 B2 L U2 L' D L' D' F R2 F' U' L2 B' F' R2 ,2691,50
11.55,D' B R U' L2 F L U2 B U2 R U2 B2 U2 F2 R D2 L B2 L ,2692,51
11.55,R F D' L2 B2 D2 B D F' B2 R' U2 B2 U' R2 U' F2 D2 B2 ,2693,53
11.55,B2 R2 D' B2 U2 L2 D' R' B' R' F' L2 D B' D F R' U ,2694,50
11.55,F2 U2 R2 B2 F R2 F' D2 R' D2 F' U B' L B D' F L R ,2695,50
11.55,F2 U' R2 F2 L2 B2 R2 D R2 U L2 R U' R2 B' F R F2 R' B R2 ,2696,57
11.55,D' L2 U' F2 U' B2 D B2 U2 R U L2 B F' L F R2 F2 R B ,2697,52
11.55,B2 U2 R2 D2 B' L2 B F L' B' R2 F' D2 L U R2 U R U2 ,2698,51
11.55,D' L2 U B R2 B R' U2 D2 R' U R2 F2 D' F2 L2 U' F2 U' L2 ,2699,56
11.55,L2 B' L' F' D R U2 D F' U' R2 L2 D' L2 U B2 L2 U2 F2 D ,2700,55
11.55,R2 F L F' D2 R F U F' R U' F2 R2 D2 L2 D' R2 B2 D ,2701,50
11.55,L2 D2 U2 R F2 R B2 R2 U F' D' U' B L F D F D2 R2 ,2702,49
11.55,F2 L2 D R2 F2 D B' R' D B' D2 U' L2 B2 R2 F2 R' ,2703,48
11.55,U2 B2 L2 R2 U2 B2 F' R2 F' R D B D' B U2 F U R2 D' R' ,2704,54
11.56,L' F L2 F D' F B L' U' F2 D2 B L2 B L2 B R2 F2 U2 R2 ,2705,53
11.56,B2 D2 R' B2 F2 D2 L' R2 D F' L' R' U2 F R2 D2 F2 R2 F ,2706,54
11.56,F2 U2 L U' B D B' U2 F2 R2 U2 L' F2 B2 R' U2 R' F2 ,2707,51
11.56,B2 R' U2 R2 B2 D2 B2 R U2 F D L2 D' U2 L2 R F U' R2 ,2708,52
11.56,R B2 R' D2 L2 R2 F2 L2 U L2 D2 F R D U2 L' B2 R' U' ,2709,52
11.56,F2 L2 D F2 U' F2 U' B2 R2 F' D2 L2 F L U2 R F D2 U F' ,2710,54
11.56,L2 U2 B D2 F D2 F' R F' D F2 L U' R2 U2 R B' U ,2711,47
11.56,R2 D L2 D' B2 D2 U' F2 U' B' R' B2 F R' U' L R U L2 U' ,2712,55
11.56,R2 U2 L2 F2 D F2 R2 U' F2 R' D' F' U' L' F2 D L2 B2 F' U ,2713,57
11.56,R' F' R2 B R' U L D B2 R' F2 R2 U2 R2 B2 L2 U' L2 D' L2 ,2714,56
11.56,U2 B2 U2 L2 R D2 F2 L D2 F' D' U L' D2 R U F' R2 D' U ,2715,54
11.56,R2 U2 F2 R' U2 R' U2 B2 D R2 D' U' B F D B2 F' D L' ,2716,52
11.56,D L2 U2 B2 U B2 U B2 R' F' R2 F2 D' B' F2 D' B D U ,2717,51
11.56,F2 U' L2 U L2 U' F2 D2 B2 R' B2 U B L' R' D2 R U' R F ,2718,54
11.56,D2 R' D2 L' D2 U2 R' U F L' D2 R' U2 F' U' B2 F2 R2 ,2719,52
11.56,D L D2 R' U' R D2 L F' R' U2 R2 U2 B2 L2 D2 F B2 D2 F' ,2720,55
11.56,D2 B2 R' F2 R' F2 U2 F2 L B F L' U F2 D F' U2 L2 F ,2721,51
11.56,U2 B2 U' L2 R2 D2 B2 U' R2 D R' B F2 D2 U' F' U' F L' R2 ,2722,57
11.56,D2 L2 D2 U2 F2 R U2 L R2 F2 R2 U' L2 F' D B2 R B F2 D B' ,2723,57
11.56,R' L' B D' B R' B2 R U' L F2 U2 D' R2 U F2 B2 R2 B2 ,2724,52
11.56,F R2 B D2 L2 F' D2 L2 D2 L' B' D' U' B' R U B R' D' ,2725,52
11.56,D B2 R2 B2 D2 R2 U' R2 U B2 L F D2 B' R D' L B2 U' F' ,2726,54
11.56,L2 U2 L2 U' L2 B2 F2 U' L2 U' R' D B F' D U2 L' F R F2 ,2727,55
11.56,R2 U' L2 F2 D2 F2 D2 F2 U R' D U B' U2 B2 R2 U B' D2 ,2728,53
11.56,B U F B2 R2 F R2 D R F' D2 L2 F2 U2 L2 F2 D' ,2729,45
11.56,D' B2 D F2 U2 R2 D2 U2 B D F' U L2 B F2 R F2 R' U2 ,2730,51
11.56,F B' D' B2 L' B2 R F2 B U F' R2 L2 B' U2 D2 R2 F' B2 R2 ,2731,56
11.57,B2 D' U2 F2 D' R2 F2 R2 U' L' U' F2 U2 R D' R2 F' D2 B' L2 ,2732,59
11.57,F2 D2 F2 U' F2 U2 F2 L2 U R2 U2 L' B' F D F' L' R' D F' U ,2733,58
11.57,L F2 D2 L2 R' D2 B2 L' D2 B F' U R U2 F2 L' F U2 L' ,2734,52
11.57,U2 F2 D' R2 U L2 U2 L2 B2 R2 D L' B F2 D L B' D' R' D' F2 ,2735,58
11.57,L2 D2 U2 F' D2 U2 B2 F' U2 B' R2 U' B' F D U L U R' B D2 ,2736,57
11.57,R' D2 R L' B' U' R U' L2 U F' L2 B2 R2 F' D2 F L2 U2 ,2737,53
11.57,F2 R2 D R F' R' U2 R' U B' R2 B U2 B' D2 B D2 L2 D2 ,2738,52
11.57,L2 U2 B' U2 B' D2 F2 U2 L' U' R2 B F' L' U R2 U2 L' U2 ,2739,55
11.57,B' R2 U2 L2 B' D2 R2 B' L2 U' F R' F U2 F' D F' L D2 L' ,2740,56
11.58,F2 L R B2 L F2 U2 F2 R2 F2 R2 B' F' L' F2 R D L' R D F' ,2741,56
11.58,L2 U2 B2 U' F2 U2 R2 D' B2 R' F U2 L' F2 L2 B U' F' D' ,2742,55
11.58,R2 F2 R' D2 F2 D2 B2 U2 F2 L2 U' B' L2 B' R B R2 F L2 R ,2743,56
11.58,B' R2 L F L2 B' R D' B' L2 F2 D2 L2 U D2 L2 U' R2 F2 D' ,2744,56
11.58,F' L2 U2 F2 R2 F' R2 U2 F' D' R2 U' B' L2 B2 F' U B' R B ,2745,57
11.58,B2 L2 D2 R2 F2 D' R2 U' F2 R D' B' U' B2 R' D2 L B F U ,2746,55
11.58,B2 D2 L2 U2 B R2 B2 U2 B2 D F' R2 F2 L' B U' B' U2 B ,2747,53
11.58,U2 F2 U2 L' R2 F2 R2 B2 F' D2 U2 L B R2 D L' U' F2 L ,2748,53
11.58,F B' R2 D2 F' R U D R' B2 D' F2 D B2 R2 D L2 B2 ,2749,48
11.58,L2 B L2 B' U2 B' R2 U2 R D F D' R2 F2 D2 U2 R2 U B ,2750,51
11.58,B2 D2 F U2 F' D2 L2 U2 F2 L' U2 R B' L' U' L D B U2 L ,2751,54
11.58,L2 B2 F L2 U2 L2 D2 B D2 U2 R' B' D B2 U2 F2 L2 R F R ,2752,54
11.58,B2 R' F2 R' F D' L' B R2 U2 R B2 R2 D F2 L2 U R2 U F2 ,2753,54
11.58,F2 L2 D F2 L2 R2 U R2 D U R B D' R2 U F' D' L2 D2 F ,2754,52
11.58,B2 L' D2 R2 U2 B2 L' F2 L2 D' F' D L2 F D' B' F2 L2 D ,2755,54
11.58,B U2 B' D2 B' L2 F2 R2 F R' F D2 F' D2 L R2 U F2 L' U' ,2756,55
11.58,D2 F' R2 B' D2 U2 B2 L2 D B U B L' R B' D R' F' R2 ,2757,51
11.58,U2 B2 D' L2 B2 F2 D2 U' B2 L2 B' L' D' R U R' F2 L2 U L2 B' ,2758,60
11.58,B' L U2 D F L D R' U2 F' R2 D2 F2 B2 R2 F2 L B2 R U2 ,2759,53
11.58,F2 U2 L2 D2 U2 F2 R D2 F L F' U2 B L' B D2 R2 D' R ,2760,51
11.58,B2 F2 D2 R F2 L' R' F2 D2 B U2 B' U' F2 U' R D2 U F' D ,2761,55
11.58,B2 L B2 U2 L2 R' F2 D2 B2 D2 U B2 R D' L' F' D L B' F ,2762,54
11.58,B2 F2 D' U2 L2 U' B2 L' U2 F2 L2 U' L2 D2 B D R F' ,2763,51
11.58,B2 R2 U2 B2 R2 F D2 B2 L2 D2 F R' F L2 D L2 F2 L D2 B' ,2764,55
11.58,F' U' F U2 F R' D' F2 B2 R U2 F' R2 B' R2 U2 R2 L2 B' D2 ,2765,57
11.58,L2 F2 D2 R' U2 F2 L B2 L2 D2 F2 U B' R2 U' R2 B D L B R ,2766,56
11.58,D' L2 U B2 L2 D' B2 R2 D' U L' B' U R2 D2 R F U' B L' ,2767,54
11.58,B' U F2 L2 F2 R' U2 F' R' U L' U2 L' U2 D2 L' B2 R L ,2768,53
11.58,D2 L2 B D2 B2 R2 F' L2 B L' D2 F' D' B D L D B2 F R' ,2769,53
11.58,B2 L2 B' L2 F' D2 F U2 B' D2 U2 R B2 D' R B' L R2 B U B ,2770,56
11.58,B R2 B D2 F2 U2 L2 U2 L D2 R D R2 B D B2 D2 R2 F ,2771,49
11.58,R F2 R F2 U2 R F2 U2 B2 L' F L F D2 R B U L2 R B2 ,2772,50
11.58,U' F' B2 D' L2 F' B' L' U2 R D2 F' D2 B' U2 R2 F' B2 U2 R2 B ,2773,61
11.58,L D2 R' U2 F2 L' U2 L' B2 L B R F' U2 L U' R2 U' B R2 ,2774,54
11.58,F B' U L' F B2 R' B D F' U L2 U2 B L2 F' R2 F R2 ,2775,49
11.59,L U' D2 F2 L B2 R U B R2 B2 L2 F2 D L2 D2 R2 L2 D R2 ,2776,53
11.59,D F2 U' L2 F2 R2 U' F2 D R' U' L2 B2 L D2 F' R2 B R D ,2777,54
11.59,D R2 F2 L2 D R2 B2 D2 B L' F' L U' R D' B2 L2 F R' ,2778,51
11.59,D R L' D2 B2 L2 F B2 D L D2 R U2 R' U2 R L2 F2 B2 ,2780,50
11.59,D L2 D' B2 L2 D R2 B2 U L2 R' U F D B2 F2 U2 R' B2 ,2781,51
11.59,D2 U2 R B2 R F2 R B2 R2 U2 F2 U' R B' D' R F' U B2 D F ,2782,55
11.59,D2 R2 U2 L R2 D2 B2 U2 B2 U' R2 D' F D F D2 B R' U ,2783,51
11.59,B2 R B2 D2 L' D2 R' F2 L R' U L D L2 R2 D2 B' D F' ,2784,51
11.59,B2 R2 U2 F D2 R2 D2 F D L' D2 R2 B2 U' R D U2 ,2785,46
11.59,D L2 U' L2 D2 F2 U R2 U' L2 B' L2 U2 R B' D' L' F2 U F R2 ,2786,58
11.59,B2 D2 L2 D' F2 D' B' L' F2 U2 B' U2 R F2 U L2 R' ,2787,49
11.59,D B2 F2 R2 U2 R2 U R2 D F2 U R U2 B2 L' U' L' F L B' U2 ,2788,56
11.59,L' F2 D2 R D2 R B2 F2 L B' R2 F' L' D L' B2 L' D B ,2789,51
11.59,U F2 U L2 U' L2 D2 B2 R2 D F' U' L2 R2 F' D U' L' D B ,2790,54
11.6,L2 U2 F2 R B2 R' U2 R2 D2 B' F' U' B R B' L D2 L B2 U' ,2791,55
11.6,U2 R F2 R' U2 R B2 R' D L' F L' B2 R' D2 F' D' L F' ,2792,52
11.6,R' F U2 D F' B U' L' U R' U2 F2 B2 R L' B2 L' F2 L' D2 ,2793,55
11.6,F2 D' R2 D2 L2 U2 R2 F2 U' B D F R' B' R2 D L' F' U R2 ,2794,55
11.6,U' L' U2 R' B D2 F2 L' D' B2 R2 D2 B2 R' D2 L' F2 R F2 R2 ,2795,58
11.6,D R2 B' R' L2 U2 F B2 R' U F U2 D2 L2 F D2 F2 L2 F ,2796,51
11.6,R U' R L B2 R' D' R U F2 B U' F2 L2 U2 D B2 L2 D ,2797,49
11.6,B' U2 B2 R2 B U2 B' L' B' L2 D' R2 B2 U L' D' U' R ,2798,51
11.6,D2 B2 L F' D2 B U F' L' B R2 F D2 R2 U2 L2 F' U2 D2 F ,2799,54
11.6,B2 D' F2 U2 B2 D' B2 D' B2 F2 U' R D L' D2 U B' L' F' U2 ,2800,57
11.6,L U B' R' D' L D F D' R U' F U2 D2 F R2 B2 L2 F2 R2 ,2801,52
11.6,L' B' D' F2 L' B U2 R D2 F' D2 F2 R2 F' R2 F2 U2 R2 F2 ,2802,55
11.6,L' F' D' R2 B L U2 L2 U D2 B' D2 B' U2 B U2 D2 B2 U2 L2 ,2803,56
11.6,F2 U' B2 F2 U2 B2 U' L2 B' L2 U' B U' L' R U' F' U2 B ,2804,54
11.6,B' L D2 R2 B' U' D2 L B' D B2 D2 R2 B2 L F2 U2 R B2 U2 L' ,2805,58
11.6,F2 L' F L U' R' L F U' D F2 D2 R2 U2 R' U2 F2 R' B2 ,2806,52
11.6,B2 U' L D' R U D F' D' B' R' U2 B2 L D2 L2 B2 L D2 L ,2807,53
11.6,R' F2 L2 F D R' F2 D2 B' L' B2 D2 B' U2 B' L2 F2 L2 D2 B2 ,2808,58
11.6,L2 D2 F U2 F D2 B2 L2 F D2 B' U B2 U' L F' R2 B2 D L2 ,2809,54
11.6,F' U2 F D2 F2 L2 R' D' R D' L U B2 D B' F' R' ,2810,46
11.6,F' B D' R' B2 D L2 U F L' F U2 B R2 F' D2 R2 B' L2 F ,2811,53
11.6,F' R2 B F2 L2 D2 B2 F U2 F2 L' D' L2 D' R2 F' D' B L' U' B2 ,2812,60
11.6,F L U B' R L' B D2 B2 L' D2 L2 D F2 B2 R2 F2 U L2 ,2813,50
11.6,R2 F2 D B2 U' L2 D R2 F R2 U2 F' U' L2 F' L F U2 L' ,2814,52
11.6,F' D2 R2 B R2 B' U2 R2 U2 R2 F2 L' U B' R D B2 R F2 U R' ,2815,57
11.6,D' F2 L2 F2 R2 U R2 U B L' F2 L' U L2 D B F' D' U2 ,2816,51
11.6,B2 U F2 D' L2 D R2 F2 U F2 D F U B D' R2 F L' B' U2 R' ,2817,55
11.6,D2 B2 U F2 D' R2 U2 L' B' U2 B' U' L' R2 B' U2 B F' ,2818,52
11.6,L2 R2 U2 R2 F' U2 B2 D2 B' F2 L' D' L' B' L' R' F' R' D' B2 ,2819,60
11.6,U2 F2 U B2 R2 U2 B2 R2 U' F2 D B' D2 B U B' L U' R' D' L ,2820,57
11.6,F2 L U2 B2 L2 U2 L' U2 L U2 B2 F U L R F' U2 R F' D2 F2 ,2821,56
11.6,R2 D2 B2 R F U2 R' D' R2 F R2 U' R2 B2 U2 B2 U' D2 ,2822,51
11.6,U2 R2 U2 F2 U2 R F2 L2 B U L' R2 F2 L2 F' D2 F L2 U2 ,2823,53
11.6,R' F' D' R' F2 L' B' L U R' U2 F2 D2 F2 B' U2 B' R2 B U2 R2 ,2824,60
11.6,U' F2 U F2 U B2 U2 B2 F2 U2 L2 R' U' F L2 D2 L' U R2 F U ,2825,57
11.6,D U2 B2 D' B2 L2 B2 U B2 U2 F R2 D' B' L' R' D B2 L B2 U ,2826,57
11.6,D2 L U2 L F2 R F2 U2 L2 B' L B F' D R D2 B' U2 L2 U' ,2827,53
11.6,B' U2 D' F' B2 L' F' L D R' D2 L D2 F2 L' D2 L F2 B2 ,2828,53
11.6,D2 R2 D2 F2 D' F2 D L2 U' L' D' R F2 U R2 F L2 U2 F2 ,2829,53
11.61,D2 L2 U F2 D' L2 U L2 U' F2 U L U L2 R' F' U' B' L' U2 F' ,2830,58
11.61,B2 D2 L2 F2 D F2 L2 D' B' L' D2 F L R U2 R' D R' D2 ,2831,52
11.61,F2 U2 L2 B2 F D2 R2 F' D2 F' U' F U2 B2 D' F' L2 R' B2 L' F' ,2832,61
11.61,L2 F' R2 B2 D2 L2 D2 B U2 R2 D' F2 U' L F U R U2 L D2 ,2833,54
11.61,R2 B2 U2 B2 D' R2 B2 R2 F2 D U2 F' L F2 D2 U F2 R U F2 ,2834,55
11.61,R' D2 L' F2 R U2 R' D2 L' R' B' D2 B D F' L B2 D' F2 ,2835,53
11.61,L2 D B2 F2 L2 D U F2 U' B2 L' U' F' D' U2 B L' U B' ,2836,52
11.61,B' R F L U2 R2 D' F' R' F U R2 D2 F2 U B2 U B2 U2 B2 ,2837,53
11.61,L B R D' R B' R U2 R2 B D F2 D' R2 L2 U R2 D' L2 D2 ,2838,52
11.61,F B R2 F2 L' D B R F' U' R2 U2 L F2 D2 L F2 L' B2 R2 ,2839,53
11.61,B2 U' F2 D L2 D2 R2 F2 U R' B' D2 B U' R B U F' R2 U ,2840,53
11.61,R2 D B2 D U B2 F2 U R2 U' L2 F L2 D' B2 L' R' F R B2 ,2841,53
11.61,D' F R2 B' L U2 L' U' D' R U L2 U' R2 D2 R2 B2 D B2 U' ,2842,55
11.61,F' U2 B' D2 F U2 R2 B' D2 F' U' L F' R' D2 U' B2 U2 R2 ,2843,55
11.61,U' R2 U R2 F2 D2 U' F2 U' B' L' D U' B' L' U R D2 B' ,2844,53
11.61,F' L2 U2 F2 L2 F' L2 U2 B2 U' L' R D2 F2 D' F' R2 B2 U2 L' ,2845,59
11.61,U2 L B2 R U2 F2 L2 F2 R F' D' B2 F2 D' B L2 B' L2 F2 ,2846,53
11.61,L R' B2 R2 D2 U2 R2 D L B R B' R2 F U2 B2 L' U ,2847,47
11.61,U2 L U B' U2 B D F2 R B' U R2 L2 U R2 D' F2 U2 B2 ,2848,50
11.61,F' R' L' B2 U' B' D2 R F D' L2 B D2 L2 F U2 D2 F' D2 F' U2 ,2849,59
11.61,U2 L2 B2 F2 D B2 U' F2 D L U2 F' U' B D' R B' F2 L2 B ,2850,54
11.61,U2 B2 U' B L' F B2 R' F' R' U2 F' R2 F B2 R2 U2 D2 F2 D2 ,2851,57
11.61,F U2 R2 D2 B' L2 U2 B' R B D B' F U F' R' D2 U2 B ,2852,50
11.61,L2 U2 L U2 R' F2 L' D2 F2 R2 F' R2 U F2 L' F' R B2 D F' ,2853,56
11.61,U2 F2 L' R2 F2 L' U2 L2 D2 F2 U L R2 B2 R' B U' R2 D R F2 ,2854,58
11.61,U' R F D L U2 F U' B2 R2 L' F U2 F R2 D2 F2 U2 B U2 ,2855,52
11.62,U2 F2 U R2 D' F2 U' L2 F R F' L' R U B2 U B' D F2 ,2856,50
11.62,U2 F' L' F2 D' F R F2 L' F D2 B2 U2 L U2 L U2 R' B2 R ,2857,54
11.62,U2 B2 U2 R' F2 R2 D2 R' D2 U2 R' U R U F' U B2 L' R' B2 ,2858,56
11.62,U2 F' R2 D2 B' U2 R2 B D2 F' L D2 B2 U L2 B F' R U L' ,2859,54
11.62,R' U F B' R2 U2 L' B2 U R F' R2 F2 D2 F U2 D2 R2 B2 R2 ,2860,55
11.62,F2 R2 F2 D' F2 R2 U R2 D' B L2 R' B' L' F2 L F D' L U2 ,2861,55
11.62,L F' R F2 B2 U L2 F D' B' L2 B' U2 D2 R2 B U2 F2 D2 L2 ,2862,55
11.62,L2 F2 L2 R2 U2 B' U2 B' U2 F' D R2 D L' B' D' F R F' D2 ,2863,56
11.62,D' U' B2 R2 D' B2 F2 D2 L' F' U' R B' D F2 D' L' U' ,2864,52
11.62,B' D2 B' U' R' D' B' L' U2 L U D B2 L2 F2 D2 L2 D B2 U' ,2865,56
11.62,L2 D2 F D2 R2 D2 L2 U2 B2 F D F L' B' R' F2 D' L' R2 U2 ,2866,56
11.62,B D2 F2 L2 D2 B D2 U2 B R2 D R2 B D2 L B D U' F' R ,2867,51
11.62,U2 L2 D2 R2 F' U2 B R2 B' U2 L' F R' D2 U R2 B2 L D' U' ,2868,56
11.62,L2 U2 R2 U L2 U' L2 D' F2 L2 U F R D2 F D L' D R' F2 U' ,2869,56
11.62,L' U2 F D B' U' R2 B' U' R L' F2 R2 L' U2 L' F2 U2 ,2870,51
11.62,R2 D2 B' U2 L2 F R2 B2 D2 L2 D F' L2 R2 D' U R' F2 U2 B' ,2871,57
11.62,U2 B' U2 F2 D2 F U2 F' R D' F R2 F2 R2 B2 L' B' D R' ,2872,53
11.62,U2 D F2 L F U2 D' L' U2 D2 B R2 U' F2 U' F2 U L2 D' ,2873,52
11.62,B2 R2 L' B' U R2 B' U' F2 U R2 D2 R' F2 L B2 R F2 D2 ,2874,53
